Date,Subject,Snippet,Prediction,Confidence,Source
2024-03-25 22:27:55.081722,Historical Ingestion,"It‰Û÷s å£6 to get in, is that ok?",Ham,98.94292148299988,Dataset
2025-01-09 02:20:55.081722,Historical Ingestion,Its  &lt;#&gt; k here oh. Should i send home for sale.,Ham,96.47032840506635,Dataset
2025-01-15 00:48:55.081722,Historical Ingestion,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Blu",Spam,93.58231954045876,Dataset
2024-11-08 13:12:55.081722,Historical Ingestion,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ c,Ham,94.5619295024218,Dataset
2025-02-26 20:29:55.081722,Historical Ingestion,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame.,Ham,95.29796616249573,Dataset
2025-11-25 22:01:55.081722,Historical Ingestion,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any module,Ham,85.43894821286695,Dataset
2024-11-16 14:55:55.081722,Historical Ingestion,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS ,Ham,89.57328141821681,Dataset
2025-02-14 04:06:55.081722,Historical Ingestion,"Could you not read me, my Love ? I answered you",Ham,86.80906742086978,Dataset
2025-02-06 06:04:55.081722,Historical Ingestion,85233 FREE>Ringtone!Reply REAL,Spam,95.79568055182315,Dataset
2024-03-25 03:08:55.081722,Historical Ingestion,Do you always celebrate NY's with your family ?,Ham,95.09965150824551,Dataset
2026-01-04 09:10:55.081722,Historical Ingestion,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.c,Spam,95.78493379120012,Dataset
2024-03-13 00:06:55.081722,Historical Ingestion,"Hm good morning, headache anyone? :-)",Ham,85.12517094017106,Dataset
2024-10-17 23:49:55.081722,Historical Ingestion,"Ask g or iouri, I've told the story like ten times already",Ham,95.22815823295122,Dataset
2024-11-14 20:50:55.081722,Historical Ingestion,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. ,Spam,94.34795753636868,Dataset
2025-01-02 17:37:55.081722,Historical Ingestion,At 4. Let's go to bill millers,Ham,87.50411552264103,Dataset
2024-07-08 20:54:55.081722,Historical Ingestion,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involv,Ham,89.07361505907049,Dataset
2025-11-08 09:50:55.081722,Historical Ingestion,Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . ,Ham,91.38574252614184,Dataset
2024-04-25 21:49:55.081722,Historical Ingestion,Howz that persons story,Ham,86.12151183629243,Dataset
2024-06-18 11:29:55.081722,Historical Ingestion,what is your account number?,Ham,97.59450634764572,Dataset
2025-12-01 10:55:55.081722,Historical Ingestion,"Dear relieved of westonzoyland, all going to plan this end too!",Ham,86.29282414666216,Dataset
2025-05-20 07:43:55.081722,Historical Ingestion,Oh god i am happy to see your message after 3 days,Ham,97.33348543225414,Dataset
2026-01-25 13:08:55.081722,Historical Ingestion,Ok. But i finish at 6.,Ham,85.08744581527434,Dataset
2025-11-26 23:44:55.081722,Historical Ingestion,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,Ham,86.64007105123213,Dataset
2024-02-01 21:06:55.081722,Historical Ingestion,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,Ham,99.15509638182378,Dataset
2025-12-04 08:54:55.081722,Historical Ingestion,10 min later k...,Ham,91.7146188559627,Dataset
2025-07-27 20:01:55.081722,Historical Ingestion,"Sure, whenever you show the fuck up &gt;:(",Ham,95.89776247522022,Dataset
2024-11-19 07:57:55.081722,Historical Ingestion,"By the way, 'rencontre' is to meet again. Mountains dont....",Ham,89.95378233592724,Dataset
2025-11-04 08:47:55.081722,Historical Ingestion,:-) yeah! Lol. Luckily i didn't have a starring role like you!,Ham,97.73468260190886,Dataset
2024-03-09 14:00:55.081722,Historical Ingestion,In e msg jus now. U said thanks for gift.,Ham,87.3243864793161,Dataset
2024-05-22 01:34:55.081722,Historical Ingestion,I am in bus on the way to calicut,Ham,97.88070438783946,Dataset
2024-03-18 08:36:55.081722,Historical Ingestion,Babe ? I lost you ... :-(,Ham,97.44399440989524,Dataset
2025-01-01 01:31:55.081722,Historical Ingestion,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just ca",Spam,99.1504160384691,Dataset
2024-01-27 20:34:55.081722,Historical Ingestion,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having",Ham,94.89889198288476,Dataset
2024-08-30 09:21:55.081722,Historical Ingestion,How abt making some of the pics bigger?,Ham,96.79474413663644,Dataset
2024-09-24 20:53:55.081722,Historical Ingestion,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever,Ham,88.85334119752129,Dataset
2025-07-05 17:26:55.081722,Historical Ingestion,Wat time u finish ur lect today?,Ham,97.11246938285024,Dataset
2024-08-21 20:25:55.081722,Historical Ingestion,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUA,Spam,94.71105754822835,Dataset
2024-05-27 22:18:55.081722,Historical Ingestion,I cant pick the phone right now. Pls send a message,Ham,94.96253866036022,Dataset
2025-05-28 16:18:55.081722,Historical Ingestion,Old Orchard near univ. How about you?,Ham,98.8547371326926,Dataset
2025-03-27 07:17:55.081722,Historical Ingestion,Wife.how she knew the time of murder exactly,Ham,88.97997081817317,Dataset
2025-06-23 08:15:55.081722,Historical Ingestion,Bring home some Wendy =D,Ham,97.48703706191728,Dataset
2025-02-26 17:50:55.081722,Historical Ingestion,Theyre doing it to lots of places. Only hospitals and medical places are safe.,Ham,94.72268842485364,Dataset
2024-11-14 15:06:55.081722,Historical Ingestion,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,Ham,97.37721863240436,Dataset
2025-03-01 22:17:55.081722,Historical Ingestion,If i said anything wrong sorry de:-),Ham,90.17819975721288,Dataset
2024-08-04 19:35:55.081722,Historical Ingestion,Mmm so yummy babe ... Nice jolt to the suzy,Ham,90.74198032072049,Dataset
2025-03-16 09:08:55.081722,Historical Ingestion,I will treasure every moment we spend together...,Ham,88.9499864930923,Dataset
2024-11-04 13:37:55.081722,Historical Ingestion,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Ide,Spam,92.29872882675842,Dataset
2024-06-23 17:32:55.081722,Historical Ingestion,"K, want us to come by now?",Ham,88.64270645598484,Dataset
2025-02-16 23:24:55.081722,Historical Ingestion,U repeat e instructions again. Wat's e road name of ur house?,Ham,95.20281061583704,Dataset
2025-12-02 02:05:55.081722,Historical Ingestion,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,Ham,85.31814803680166,Dataset
2025-06-27 06:24:55.081722,Historical Ingestion,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are ,Ham,89.74011932184598,Dataset
2024-11-24 11:27:55.081722,Historical Ingestion,Dont you have message offer,Ham,90.67600086560432,Dataset
2025-10-24 21:39:55.081722,Historical Ingestion,Ffffffffff. Alright no way I can meet up with you sooner?,Ham,85.12631115673285,Dataset
2024-01-29 12:17:55.081722,Historical Ingestion,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs,Spam,92.3930942784132,Dataset
2024-02-19 09:45:55.081722,Historical Ingestion,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a grea,Ham,87.5423616708493,Dataset
2025-01-15 19:40:55.081722,Historical Ingestion,Remind me how to get there and I shall do so,Ham,92.56614960268791,Dataset
2024-03-01 23:38:55.081722,Historical Ingestion,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,Ham,89.57303372483639,Dataset
2025-01-03 07:58:55.081722,Historical Ingestion,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife calle",Ham,87.69737711153213,Dataset
2024-03-18 01:32:55.081722,Historical Ingestion,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, Sta",Spam,96.45977539298477,Dataset
2026-01-20 13:21:55.081722,Historical Ingestion,"Ok, be careful ! Don't text and drive !",Ham,89.85750304446654,Dataset
2025-07-30 01:59:55.081722,Historical Ingestion,Good. Good job. I like entrepreneurs,Ham,95.4765903758162,Dataset
2025-04-06 23:16:55.081722,Historical Ingestion,So Ì_'ll be submitting da project tmr rite?,Ham,92.38773617795034,Dataset
2024-03-06 14:34:55.081722,Historical Ingestion,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),Ham,85.3255876608364,Dataset
2024-08-14 17:53:55.081722,Historical Ingestion,Tell rob to mack his gf in the theater,Ham,89.15516614593271,Dataset
2024-03-26 10:43:55.081722,Historical Ingestion,That's cause your old. I live to be high.,Ham,92.9392565056231,Dataset
2024-05-02 04:16:55.081722,Historical Ingestion,When should I come over?,Ham,93.836949629904,Dataset
2024-10-18 22:21:55.081722,Historical Ingestion,Is xy going 4 e lunch?,Ham,88.32350811211137,Dataset
2025-12-20 02:47:55.081722,Historical Ingestion,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when,Ham,90.7420353812204,Dataset
2026-01-21 13:48:55.081722,Historical Ingestion,Huh i cant thk of more oredi how many pages do we have?,Ham,87.98126174510853,Dataset
2024-08-07 01:35:55.081722,Historical Ingestion,LOL ... No just was busy,Ham,94.1361400110326,Dataset
2024-10-18 13:34:55.081722,Historical Ingestion,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",Ham,96.67254395914463,Dataset
2025-07-23 12:18:55.081722,Historical Ingestion,How come?,Ham,89.09949909993556,Dataset
2025-06-11 04:26:55.081722,Historical Ingestion,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",Ham,94.58272846862752,Dataset
2024-09-17 14:09:55.081722,Historical Ingestion,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,Ham,90.40196536861286,Dataset
2024-05-23 03:49:55.081722,Historical Ingestion,Great. I was getting worried about you. Just know that a wonderful and caring person like you will h,Ham,92.10614062593322,Dataset
2026-01-08 09:43:55.081722,Historical Ingestion,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslis,Ham,97.94930930155849,Dataset
2025-10-23 13:17:55.081722,Historical Ingestion,For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 0,Spam,92.63431667647836,Dataset
2024-05-23 03:47:55.081722,Historical Ingestion,Haha okay... Today weekend leh... ,Ham,89.09319807357095,Dataset
2025-03-08 05:46:55.081722,Historical Ingestion,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the o",Spam,93.14453784864716,Dataset
2025-06-11 22:19:55.081722,Historical Ingestion,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u,Ham,95.70190116946873,Dataset
2025-05-26 13:54:55.081722,Historical Ingestion,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award whi,Spam,95.43083742375129,Dataset
2026-01-04 07:33:55.081722,Historical Ingestion,U sick still can go shopping?,Ham,97.18746828523447,Dataset
2024-06-02 00:17:55.081722,Historical Ingestion,"Mah b, I'll pick it up tomorrow",Ham,92.2892199315782,Dataset
2024-07-04 23:41:55.081722,Historical Ingestion,They will pick up and drop in car.so no problem..,Ham,85.49465122811752,Dataset
2024-10-29 00:44:55.081722,Historical Ingestion,\ER,Ham,98.30802270339368,Dataset
2024-04-14 06:44:55.081722,Historical Ingestion,For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com cust,Spam,99.00431660243348,Dataset
2024-05-22 12:52:55.081722,Historical Ingestion,K. Did you call me just now ah? ,Ham,90.71784996317756,Dataset
2024-05-19 02:03:55.081722,Historical Ingestion,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't ,Ham,98.45541428262683,Dataset
2025-06-18 21:24:55.081722,Historical Ingestion,Yeah I don't see why not,Ham,98.21415753445493,Dataset
2025-07-25 09:38:55.081722,Historical Ingestion,You have 1 new message. Please call 08715205273,Spam,96.95337972258622,Dataset
2024-05-02 03:04:55.081722,Historical Ingestion,ÌÏ bot notes oredi... Cos i juz rem i got...,Ham,93.98772626840476,Dataset
2025-06-09 13:39:55.081722,Historical Ingestion,Hey we can go jazz power yoga hip hop kb and yogasana ,Ham,88.15796191741063,Dataset
2024-05-20 04:25:55.081722,Historical Ingestion,That's one of the issues but california is okay. No snow so its manageable,Ham,94.9053398967318,Dataset
2025-11-26 21:09:55.081722,Historical Ingestion,Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all ,Spam,94.1699425675117,Dataset
2024-04-26 05:47:55.081722,Historical Ingestion,I'll probably be around mu a lot,Ham,85.4398303182847,Dataset
2025-12-25 05:15:55.081722,Historical Ingestion,Oh god..taken the teeth?is it paining,Ham,86.54591715148449,Dataset
2024-07-24 08:17:55.081722,Historical Ingestion,Yes.i'm in office da:),Ham,90.07839240116816,Dataset
2025-09-12 09:48:55.081722,Historical Ingestion,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to ,Ham,98.1964781941092,Dataset
2024-06-06 20:17:55.081722,Historical Ingestion,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ,Spam,98.43508987641046,Dataset
2025-05-07 09:38:55.081722,Historical Ingestion,Yup i'm free...,Ham,87.75336642756191,Dataset
2025-03-01 15:51:55.081722,Historical Ingestion,En chikku nange bakra msg kalstiya..then had tea/coffee?,Ham,88.00836718892089,Dataset
2024-05-17 15:34:55.081722,Historical Ingestion,Hi my email address has changed now it is ,Ham,89.9055328225862,Dataset
2024-07-11 09:03:55.081722,Historical Ingestion,K:)k..its good:)when are you going?,Ham,86.33805149420193,Dataset
2025-06-15 19:50:55.081722,Historical Ingestion,"When you just put in the + sign, choose my number and the pin will show. Right?",Ham,93.7668110547499,Dataset
2025-03-20 07:06:55.081722,Historical Ingestion,Shall i send that exe to your mail id.,Ham,95.91622512201168,Dataset
2024-03-14 02:11:55.081722,Historical Ingestion,I know that my friend already told that.,Ham,91.53152837470812,Dataset
2024-11-01 08:15:55.081722,Historical Ingestion,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,Ham,96.59404264958316,Dataset
2025-02-08 16:39:55.081722,Historical Ingestion,You dont know you jabo me abi.,Ham,93.21467428108794,Dataset
2024-09-04 07:29:55.081722,Historical Ingestion,I need you to be in my strong arms...,Ham,86.99829585418895,Dataset
2024-05-19 16:46:55.081722,Historical Ingestion,"Haha I heard that, text me when you're around",Ham,97.72985900527438,Dataset
2025-08-01 05:33:55.081722,Historical Ingestion,"That's what I love to hear :V see you sundayish, then",Ham,97.4188015517946,Dataset
2025-04-18 02:36:55.081722,Historical Ingestion,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",Ham,95.30732692173692,Dataset
2025-09-21 21:18:55.081722,Historical Ingestion,"Doing nothing, then u not having dinner w us?",Ham,89.56781639617238,Dataset
2026-01-15 05:36:55.081722,Historical Ingestion,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 087,Spam,94.13807688962515,Dataset
2024-09-20 23:48:55.081722,Historical Ingestion,"Not sure yet, still trying to get a hold of him",Ham,95.6471166375161,Dataset
2025-09-13 20:00:55.081722,Historical Ingestion,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text,Ham,94.416007159538,Dataset
2024-02-10 05:56:55.081722,Historical Ingestion,I've not sent it. He can send me.,Ham,94.80613505463634,Dataset
2024-09-11 12:26:55.081722,Historical Ingestion,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing ,Ham,96.70311889458542,Dataset
2026-01-22 10:39:55.081722,Historical Ingestion,"Jus chillaxin, what up",Ham,85.19400995509558,Dataset
2025-08-15 01:34:55.081722,Historical Ingestion,Then u going ikea str aft dat?,Ham,86.75168369914901,Dataset
2025-01-14 05:53:55.081722,Historical Ingestion,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll",Ham,91.10978090264064,Dataset
2025-12-17 13:37:55.081722,Historical Ingestion,Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine,Ham,90.6918844662886,Dataset
2024-10-21 20:55:55.081722,Historical Ingestion,"Aight, can you text me the address?",Ham,85.91796982165201,Dataset
2025-12-17 22:03:55.081722,Historical Ingestion,Be sure to check your yahoo email. We sent photos yesterday,Ham,98.5510865362358,Dataset
2025-09-15 22:26:55.081722,Historical Ingestion,ÌÏ thk of wat to eat tonight.,Ham,93.59036855913897,Dataset
2026-01-21 08:48:55.081722,Historical Ingestion,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself,",Ham,92.71902537738237,Dataset
2025-06-06 06:36:55.081722,Historical Ingestion,Is ur paper in e morn or aft tmr?,Ham,89.32822412997852,Dataset
2024-07-31 17:47:55.081722,Historical Ingestion,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Hal,Spam,92.5001578020732,Dataset
2024-02-06 19:08:55.081722,Historical Ingestion,Yes... I trust u to buy new stuff ASAP so I can try it out,Ham,86.75045597804414,Dataset
2024-06-05 10:04:55.081722,Historical Ingestion,So is there anything specific I should be doing with regards to jaklin or what because idk what the ,Ham,92.51436981190346,Dataset
2024-05-16 11:36:55.081722,Historical Ingestion,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Ham,86.99270938036034,Dataset
2025-05-08 05:05:55.081722,Historical Ingestion,WHITE FUDGE OREOS ARE IN STORES,Ham,95.52827246229714,Dataset
2024-02-06 05:46:55.081722,Historical Ingestion,I cant pick the phone right now. Pls send a message,Ham,87.27802082267965,Dataset
2025-07-25 03:39:55.081722,Historical Ingestion,No dear i was sleeping :-P,Ham,94.68133384233614,Dataset
2025-10-26 16:59:55.081722,Historical Ingestion,You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To,Spam,96.44517282039794,Dataset
2025-12-19 14:05:55.081722,Historical Ingestion,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,Ham,97.38341669340738,Dataset
2025-11-30 18:36:55.081722,Historical Ingestion,Good Morning my Dear........... Have a great &amp; successful day.,Ham,93.76584695125038,Dataset
2025-07-30 22:08:55.081722,Historical Ingestion,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment,",Ham,98.37821270012688,Dataset
2025-08-03 11:34:55.081722,Historical Ingestion,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u ge,Spam,96.7488196013306,Dataset
2024-09-21 08:17:55.081722,Historical Ingestion,Need a coffee run tomo?Can't believe it's that time of week already,Ham,95.48904680765206,Dataset
2025-11-20 18:01:55.081722,Historical Ingestion,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. I,Ham,93.6229549179284,Dataset
2024-02-07 12:15:55.081722,Historical Ingestion,&lt;#&gt;  am I think? Should say on syllabus,Ham,88.17982202691879,Dataset
2025-02-26 21:22:55.081722,Historical Ingestion,Hey leave it. not a big deal:-) take care.,Ham,92.52682484594912,Dataset
2026-01-21 15:39:55.081722,Historical Ingestion,Yup but it's not giving me problems now so mayb i'll jus leave it...,Ham,93.53240961949884,Dataset
2024-03-03 00:04:55.081722,Historical Ingestion,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! A",Ham,91.96968669227384,Dataset
2025-05-24 23:03:55.081722,Historical Ingestion,\SHIT BABE.. THASA BIT MESSED UP.YEH,Ham,85.15665225980968,Dataset
2024-03-20 20:51:55.081722,Historical Ingestion,What Today-sunday..sunday is holiday..so no work..,Ham,96.49660891064232,Dataset
2025-09-10 23:46:55.081722,Historical Ingestion,No pic. Please re-send.,Ham,87.55361528402533,Dataset
2024-02-20 08:24:55.081722,Historical Ingestion,This weekend is fine (an excuse not to do too much decorating),Ham,98.24919757477258,Dataset
2025-11-03 07:21:55.081722,Historical Ingestion,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Be,Ham,89.26494600620683,Dataset
2025-10-12 23:41:55.081722,Historical Ingestion,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" ",Ham,95.0435352934182,Dataset
2024-07-04 04:59:55.081722,Historical Ingestion,Send me your resume:-),Ham,96.47711032964598,Dataset
2025-05-20 20:53:55.081722,Historical Ingestion,Jus finished avatar nigro,Ham,95.64265078987589,Dataset
2024-04-19 14:58:55.081722,Historical Ingestion,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,Ham,98.86091260351758,Dataset
2025-09-10 06:52:55.081722,Historical Ingestion,Merry christmas to u too annie!,Ham,93.75335365373184,Dataset
2025-04-28 11:29:55.081722,Historical Ingestion,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot,Ham,94.7783595486425,Dataset
2025-01-21 06:53:55.081722,Historical Ingestion,Nope. Meanwhile she talk say make i greet you.,Ham,87.59779440236419,Dataset
2025-04-29 06:39:55.081722,Historical Ingestion,Just finished. Missing you plenty,Ham,98.40974169281672,Dataset
2026-01-13 11:05:55.081722,Historical Ingestion,Tell where you reached,Ham,91.41808832786394,Dataset
2024-05-30 00:28:55.081722,Historical Ingestion,Thats cool. i am a gentleman and will treat you with dignity and respect.,Ham,99.06941599679352,Dataset
2024-12-31 23:17:55.081722,Historical Ingestion,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207",Spam,95.82417665364694,Dataset
2025-04-16 05:49:55.081722,Historical Ingestion,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you.",Ham,99.44302041444742,Dataset
2025-09-26 00:24:55.081722,Historical Ingestion,Hope you are not scared!,Ham,90.7825157384726,Dataset
2024-11-26 15:18:55.081722,Historical Ingestion,"She was supposed to be but couldn't make it, she's still in town though",Ham,94.75398966662314,Dataset
2026-01-08 01:16:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,95.67503076072718,Dataset
2025-03-18 18:55:55.081722,Historical Ingestion,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",Ham,94.93205926449323,Dataset
2024-12-06 03:24:55.081722,Historical Ingestion,* Will have two more cartons off u and is very pleased with shelves,Ham,99.18097524733348,Dataset
2024-10-18 20:19:55.081722,Historical Ingestion,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,Ham,93.40014751584596,Dataset
2024-11-10 14:10:55.081722,Historical Ingestion,Haven't left yet so probably gonna be here til dinner,Ham,92.83977311137058,Dataset
2024-08-13 12:01:55.081722,Historical Ingestion,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I ",Ham,87.69559796817086,Dataset
2025-07-29 04:52:55.081722,Historical Ingestion,Are you coming to day for class.,Ham,95.25919987878189,Dataset
2025-08-04 17:33:55.081722,Historical Ingestion,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt ,Ham,87.12459064754748,Dataset
2024-02-12 10:33:55.081722,Historical Ingestion,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to,Ham,88.19062213429875,Dataset
2024-06-15 07:50:55.081722,Historical Ingestion,Yavnt tried yet and never played original either,Ham,94.51292743530568,Dataset
2024-10-20 01:07:55.081722,Historical Ingestion,"Yeah I should be able to, I'll text you when I'm ready to meet up",Ham,96.84634524034918,Dataset
2024-06-13 02:46:55.081722,Historical Ingestion,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",Ham,85.99364029220614,Dataset
2025-05-16 01:10:55.081722,Historical Ingestion,Am also doing in cbe only. But have to pay.,Ham,93.15203732619923,Dataset
2025-11-08 02:17:55.081722,Historical Ingestion,Whens your radio show?,Ham,95.9958015373326,Dataset
2025-04-19 02:48:55.081722,Historical Ingestion,K and you're sure I don't have to have consent forms to do it :V,Ham,88.52226255777143,Dataset
2025-02-16 09:33:55.081722,Historical Ingestion,"I'm outside islands, head towards hard rock and you'll run into me",Ham,88.09378241232763,Dataset
2025-03-24 01:22:55.081722,Historical Ingestion,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss t,Ham,92.68829309204574,Dataset
2025-03-18 05:49:55.081722,Historical Ingestion,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to",Spam,95.26194071391028,Dataset
2025-06-22 17:59:55.081722,Historical Ingestion,Oic... I saw him too but i tot he din c me... I found a group liao...,Ham,94.801304112716,Dataset
2026-01-04 10:06:55.081722,Historical Ingestion,I love you both too :-),Ham,89.70280206683005,Dataset
2024-02-22 05:35:55.081722,Historical Ingestion,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS ,Ham,93.6237377277512,Dataset
2025-02-15 13:30:55.081722,Historical Ingestion,Many more happy returns of the day. I wish you happy birthday.,Ham,89.67049587831131,Dataset
2024-08-21 11:29:55.081722,Historical Ingestion,Hahaha..use your brain dear,Ham,89.81402128846338,Dataset
2024-07-11 11:56:55.081722,Historical Ingestion,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WE,Ham,95.19970311564067,Dataset
2024-08-09 16:07:55.081722,Historical Ingestion,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,Ham,99.44297670233485,Dataset
2026-01-02 12:07:55.081722,Historical Ingestion,Dude got a haircut. Now its breezy up there,Ham,97.1482578568474,Dataset
2024-07-10 16:08:55.081722,Historical Ingestion,thanks for the temales it was wonderful. Thank. Have a great week.,Ham,98.84846110170544,Dataset
2025-06-21 18:35:55.081722,Historical Ingestion,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POB",Spam,95.254026252907,Dataset
2024-03-16 23:34:55.081722,Historical Ingestion,Ok lor... Or u wan me go look 4 u?,Ham,97.36787986918524,Dataset
2024-08-26 13:29:55.081722,Historical Ingestion,If you don't respond imma assume you're still asleep and imma start calling n shit,Ham,88.8615766805676,Dataset
2026-01-20 17:41:55.081722,Historical Ingestion,Oic... Then better quickly go bathe n settle down...,Ham,93.72164956068136,Dataset
2025-09-30 01:03:55.081722,Historical Ingestion,Noice. Text me when you're here,Ham,90.56890109832946,Dataset
2024-07-30 02:59:55.081722,Historical Ingestion,Don no da:)whats you plan?,Ham,86.36687965280996,Dataset
2025-11-20 02:04:55.081722,Historical Ingestion,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",Ham,95.0113895941616,Dataset
2025-09-30 12:21:55.081722,Historical Ingestion,"Call me, i am senthil from hsbc.",Ham,97.91393996282328,Dataset
2025-03-23 06:31:55.081722,Historical Ingestion,Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to,Ham,96.067994446517,Dataset
2024-12-02 08:59:55.081722,Historical Ingestion,And several to you sir.,Ham,91.1572425129494,Dataset
2025-10-08 22:09:55.081722,Historical Ingestion,"That's cool, I'll come by like  &lt;#&gt; ish",Ham,85.76010286407985,Dataset
2024-04-29 06:20:55.081722,Historical Ingestion,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with ",Spam,98.89916532996357,Dataset
